codigo_anvisa,nome_produto,numero_registro,numero_processo,principio_ativo,categoria_regulatoria,cnpj_laboratorio,razao_social_laboratorio
1284219,NATIFA PRO UBD,100330211,25351712162201805,"ESTRADIOL HEMI-hiDRATADO, ACETATO DE NORETISTERONA",Novo,61230314000175,LIBBS FARMACÊUTICA LTDA
381307,NATRILIX,112780048,2599201662274,INDAPAMIDA,Novo,42374207000176,LABORATÓRIOS SERVIER DO BRASIL LTDA
677885,NATULAXE,138410042,25351407727200945,SENNA ALEXANDRINA MILL.,Fitoterápico,02456955000183,NATULAB LABORATÓRIO S.A
677885,NATULAXE,138410042,25351407727200945,SENNA ALEXANDRINA MILL.,Fitoterápico,02456955000183,NATULAB LABORATÓRIO S.A
3389408,NATURETTI,155840644,25351497284202218,"SENNA ALEXANDRINA MILL., CASSIA FISTULA L.",Fitoterápico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
3389408,NATURETTI,155840644,25351497284202218,"SENNA ALEXANDRINA MILL., CASSIA FISTULA L.",Fitoterápico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
739819,NATUS GERIN,167730285,25351648303201077,"PANAX GINSENG C. A. MEY., TIAMINA, RIBOFLAVINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA, PALMITATO DE RETINOL, ÁCIDO ASCÓRBICO, ACETATO DE TOCOFEROL, SULFATO FERROSO, FOSFATO DE CÁLCIO DIBÁSICO, PANTOTENATO DE CALCIO, BITARTARATO DE COLINA, NICOTINAMIDA, INOSITOL, levometionina, ADENOSINA, BIOTINA, ÁCIDO FÓLICO",Específico,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1418602,NAUDAN ODT,102351351,25351300870202089,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,Similar,57507378000365,EMS S/A
137628,NAUSEDRON,102980124,250000140549284,"CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO, CLORIDRATO DE ONDANSETRONA",Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
3700286,NAUSICALM B6,104971535,25351242411202316,"DIMENIDRINATO, CLORIDRATO DE PIRIDOXINA",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
3694454,NAUSICALM CÁPSULA MOLE,104971536,25351242412202361,DIMENIDRINATO,Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
2798,NAUSILON B6,115600078,250000044609913,"CLORIDRATO DE PIRIDOXINA, DIMENIDRINATO",Similar,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
1325851,NAUTEX,105730717,25351561494201882,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1461233,NAUTEX ODG,105730036,25351764586202037,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,Novo,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1461233,NAUTEX ODG,105730036,25351764586202037,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,Novo,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
3624301,NAVELBINE,115240018,25351294643202350,tartarato de vinorelbina,Novo,53359824000119,BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
738852,NAXOTEC,104971364,25351707997200839,NAPROXENO,Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1113306,NAXTRI,102351346,25351183796201698,NAPROXENO SÓDICO,Similar,57507378000365,EMS S/A
1006539,NAXXAGRAN,167730651,25351346060201421,NITAZOXANIDA,Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
2010209,NEBACETIN,178170904,25351110139202144,"SULFATO DE NEOMICINA, BACITRACINA ZÍNCICA",Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3209635,NEBACIDERME,118190234,25351304539201902,"SULFATO DE NEOMICINA, BACITRACINA ZÍNCICA",Similar,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
170335,NEBACIMED,143810086,25351202507200217,"SULFATO DE NEOMICINA, BACITRACINA",Similar,02814497000107,CIMED INDUSTRIA S.A
70713,NEBACTRINA,141070008,250000236409912,"SULFATO DE NEOMICINA, BACITRACINA ZÍNCICA",Similar,02501297000102,PHARLAB INDÚSTRIA FARMACÊUTICA S.A.
3581248,NEBIDO,186100019,25351517516202253,UNDECILATO DE TESTOSTERONA,Novo,10555143000113,GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.
599708,NEBILET,109740211,25351166883200826,cloridrato de nebivolol,Novo,49475833000106,BIOLAB SANUS FARMACÊUTICA LTDA
1036010,NEBIPRE,167730643,25351032709201518,cloridrato de nebivolol,Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1364473,NEBITAH,105730729,25351703505201816,cloridrato de nebivolol,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
3209232,NEBLOCK,105250113,25351258483202202,cloridrato de nebivolol,Novo,33078528000132,TORRENT DO BRASIL LTDA
714635,NEBLOCK,105250056,25351546425201096,cloridrato de nebivolol,Similar,33078528000132,TORRENT DO BRASIL LTDA
1182103,NEMICINA,104400185,25351126061201708,SULFATO DE NEOMICINA,Similar,33173097000274,CELLERA FARMACÊUTICA S.A.
1135,NEMODINE,104300018,250000333029746,BESILATO DE AMLODIPINA,Similar,42457796000156,DIFFUCAP - CHEMOBRÁS QUÍMICA E FARMACÊUTICA LTDA
2004714,NENE DENT N,178170905,25351110144202157,"MATRICARIA CHAMOMILLA L., CLORIDRATO DE LIDOCAÍNA MONOIDRATADA , POLIDOCANOL",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3589670,NENFY,103700798,25351661432202256,FERRIPOLIMALTOSE,Específico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
3589670,NENFY,103700798,25351661432202256,FERRIPOLIMALTOSE,Específico,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
6097,NEO CEBETIL COMPLEXO,104971153,250000127819974,"NICOTINAMIDA, CLORIDRATO DE PIRIDOXINA, fosfato sódico de riboflavina, CIANOCOBALAMINA, ÁCIDO ASCÓRBICO, FRUTOSE",Específico,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
273751,NEO DECAPEPTYL,105730120,2500100352585,embonato de triptorrelina,Novo,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
804461,NEO FEDIPINA,155840169,25351539209201110,NIFEDIPINA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
672234,NEO FRESH,155840402,25351001060201010,CARMELOSE SÓDICA,Específico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
805879,NEO FÓLICO,155840271,25351539418201121,ÁCIDO FÓLICO,Específico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
802104,NEO HIDROCLOR,155840119,25351541837201166,HIDROCLOROTIAZIDA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1363610,NEO LORATADIN,155840576,25351223361201991,LORATADINA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
813316,NEO LORATADIN,155840348,25351555623201114,LORATADINA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
809940,NEO MISTATIN,155840327,25351539107201157,NISTATINA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
730714,NEO-ZINCTRACE,119090016,25351747959201063,sulfato de zinco heptaidratado,Específico,62488184000138,INPHARMA LABORATORIOS LTDA
376182,NEOCAINA,102980053,2599101283780,cloridrato de bupivacaína monoidratado,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
2391,NEOCAINA PESADA,102980077,2500100803286,"CLORIDRATO DE BUPIVACAÍNA, GLICOSE",Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
275371,NEOCAÍNA COM VASOCONSTRITOR,102980350,25351019467200325,"CLORIDRATO DE BUPIVACAÍNA, HEMITARTARATO DE EPINEFRINA",Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
70975,NEOCETHEO,109630047,250000387849857,"BACITRACINA ZÍNCICA, SULFATO DE NEOMICINA, METILPARABENO",Similar,06597801000162,THEODORO F SOBRAL & CIA LTDA
815763,NEOCOFLAN,155840305,25351563842201127,DICLOFENACO DIETILAMÔNIO,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1555344,NEOCOPAN COMPOSTO,104971451,25351763271202072,"BUTILBROMETO DE ESCOPOLAMINA, dipirona monoidratada",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1757853,NEOCOPAN COMPOSTO,104971454,25351923982202011,"BUTILBROMETO DE ESCOPOLAMINA, dipirona monoidratada",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
795021,NEODIA,155840079,25351640118201175,LEVONORGESTREL,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
807317,NEOLEFRIN,155840214,25351538558201112,"CLORIDRATO DE FENILEFRINA, PARACETAMOL, MALEATO DE CARBINOXAMINA",Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
736757,NEOLEFRIN DIA,155840543,25351010276201176,"PARACETAMOL, CLORIDRATO DE FENILEFRINA",Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
70974,NEOMED,143810033,250000227699652,SULFATO DE NEOMICINA,Similar,02814497000107,CIMED INDUSTRIA S.A
800952,NEOMETRODAZOL,155840137,25351566171201193,"BENZOILMETRONIDAZOL, METRONIDAZOL",Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
7707,NEOMICON,115600049,250000092359956,NEOMICINA,Similar,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
169728,NEONAZOL,147610008,253510227190016,"CLORETO DE BENZALCÔNIO, CLORETO DE SÓDIO, CLORIDRATO DE NAFAZOLINA",Similar,65271900000119,NATIVITA IND. COM. LTDA.
798402,NEOPANTOL,155840080,25351561387201192,DEXPANTENOL,Específico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
824424,NEOPIRIDIN,155840367,25351555095201131,"BENZOCAÍNA, CLORETO DE CETILPIRIDÍNIO",Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1989060,NEOPLEXUS,106890207,25351008898202067,"NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA",Específico,92695691000103,KLEY HERTZ FARMACEUTICA S.A
807590,NEOPRAZOL,155840290,25351565561201119,OMEPRAZOL,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1412561,NEOPROFEN,171260006,25351447952202096,LEVOLISINATO DE IBUPROFENO,Novo,53056057000179,RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME
2001579,NEOSALDINA,178170899,25351110112202151,"CAFEÍNA ANIDRA, dipirona monoidratada, DIPIRONA, MUCATO DE ISOMETEPTENO, CAFEÍNA, CLORIDRATO DE ISOMETEPTENO",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
2246759,NEOSALDINA DIP,178170912,25351364360202111,dipirona monoidratada,Similar,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3386612,NEOSALDINA MUSCULAR MAX,178170975,25351024120202267,"dipirona monoidratada, CAFEÍNA ANIDRA, CITRATO DE ORFENADRINA",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
1141624,NEOSEMID,155840536,25351441201201680,FUROSEMIDA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
802094,NEOSORO,155840127,25351555912201191,CLORIDRATO DE NAFAZOLINA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
809942,NEOSSOLVAN,155840349,25351556022201129,CLORIDRATO DE AMBROXOL,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
3632458,NEOSTHY,116370209,25351062134202360,METILSULFATO DE NEOSTIGMINA,Similar,58430828000160,BLAU FARMACÊUTICA S.A.
3553475,NEOSULIDA,155840642,25351357384202113,NIMESULIDA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
826602,NEOTAREN,155840372,25351566118201176,DICLOFENACO SÓDICO,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
667098,NEOTIAPIM,100470496,25351709481200917,hemifumarato de quetiapina,Similar,61286647000116,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
1265347,NEOTIGASON,155730046,25351352646201858,ACITRETINA,Novo,05333542000108,TEVA FARMACÊUTICA LTDA.
802078,NEOTOSS,155840147,25351563851201110,DROPROPIZINA,Similar,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
737606,NEOTRICIN,167730201,25351735434201057,"SULFATO DE NEOMICINA, BACITRACINA ZÍNCICA",Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1271403,NEOVANGY MR,102351272,25351720278201702,DICLORIDRATO DE TRIMETAZIDINA,Similar,57507378000365,EMS S/A
3395477,NEOVLAR,104971498,25351271418202264,"LEVONORGESTREL, ETINILESTRADIOL",Novo,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1323148,NEOZINE,183260316,25351190065201905,"CLORIDRATO DE LEVOMEPROMAZINA, MALEATO DE LEVOMEPROMAZINA",Novo,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.
3663304,NEPEXTO,167130004,25351585953202381,Etanercepte,Biológico,05215461000103,EQUILIBRIO COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA EPP
530665,NEPHROTECT,100410131,25351218262200754,"L-ISOLEUCINA, L-LEUCINA, ACETATO DE LISINA, L-METIONINA, L-FENILALANINA, L-TREONINA, L-TRIPTOFANO, LEVOVALINA, L-HISTIDINA, L-ALANINA, N-ACETIL CISTEÍNA, GLICINA, L-PROLINA, L-SERINA, L-TIROSINA, L-ARGININA, gliciltirosina",Específico,49324221000104,FRESENIUS KABI BRASIL LTDA
1450493,NEPIL,156510087,25351271128201428,LAMOTRIGINA,Similar,05254971000181,ZYDUS NIKKHO FARMACÊUTICA LTDA
1272378,NEPRAZOL,104810141,25351170740201891,OMEPRAZOL,Similar,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA
282511,NEPRESOL,102980089,2500100682785,CLORIDRATO DE HIDRALAZINA,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
2613,NERALGYN,115600024,250000093149921,"CLORIDRATO DE ISOMETEPTENO, MUCATO DE ISOMETEPTENO, DIPIRONA, dipirona monoidratada, CAFEÍNA ANIDRA",Similar,17562075000169,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA
1389180,NERLYNX,139000004,25351603734201912,MALEATO DE NERATINIBE,Novo,21896000000191,PINT PHARMA PRODUTOS MEDICO-HOSPITALARES E FARMACEUTICOS LTDA
746911,NERVAMIN,125680223,25351106544201182,CLORIDRATO DE TIAMINA,Específico,73856593000166,PRATI DONADUZZI & CIA LTDA
695810,NERVOCALM,102470083,25351621507200934,"ARGENTUM NITRICUM, KALI BROMATUM",Dinamizado,76440528000143,HOMEOPATIA WALDEMIRO PEREIRA LABORATORIO INDUSTRIAL FARMACEUTICO LTDA
1033933,NESH CÁLCIO,117950004,25351774279201466,CARBONATO DE CÁLCIO,Específico,75014167000100,NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACÊUTICOS LTDA
960327,NESH ZINCO,117950003,25351133898201474,SULFATO DE ZINCO,Específico,75014167000100,NUNESFARMA DISTRIBUIDORA DE PRODUTOS FARMACÊUTICOS LTDA
2014102,NESINA,178170906,25351110148202135,benzoato de alogliptina,Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
2022931,NESINA PIO,178170903,25351110101202171,"benzoato de alogliptina, CLORIDRATO DE PIOGLITAZONA",Novo,61082426000207,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
3552456,NESTA,105730025,25351326570202291,TADALAFILA,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
1241686,NEUGABA,146820061,25351604052201757,PREGABALINA,Similar,05035244000123,SUN FARMACÊUTICA DO BRASIL LTDA
702713,NEUGRAST,155370022,25351402280201007,FLUORURACILA,Similar,64171697000146,ACCORD FARMACÊUTICA LTDA
1063186,NEULASTIM,102440005,25351471357201503,PEGFILGRASTIM,Biológico,18774815000193,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.
1322527,NEULEPTIL,183260317,25351190083201989,PERICIAZINA,Novo,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.
1251719,NEULOX,102351264,25351166683201845,CLORIDRATO DE DULOXETINA,Similar,57507378000365,EMS S/A
1127932,NEUMOSIN,103720274,25351713766201236,CLORIDRATO DE MOXIFLOXACINO,Similar,43312503000105,SUPERA FARMA LABORATÓRIOS S.A
874851,NEUPRO,123610082,25351034703201314,rotigotina,Novo,64711500000114,UCB BIOPHARMA LTDA.
5254,NEURAL,102980295,253510173270106,LAMOTRIGINA,Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
736829,NEUREXAN,161980015,25351124675200918,"AVENA SATIVA L., Coffea arabica, PASSIFLORA INCARNATA, ZINCUM ISOVALERIANICUM",Dinamizado,05994539000127,HEEL DO BRASIL BIOMÉDICA LTDA
2796,NEURI - B6,107150060,2500100519787,CLORIDRATO DE PIRIDOXINA,Específico,44010437000181,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
2929,NEURIVIT,107150062,2500100520087,CLORIDRATO DE TIAMINA,Específico,44010437000181,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
677559,NEUROCONTROL,103700600,25351058591201004,GABAPENTINA,Similar,17159229000176,LABORATÓRIO TEUTO BRASILEIRO S/A
2518211,NEURONTIN,115350007,25351574110202197,GABAPENTINA,Novo,36674526000102,UPJOHN BRASIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA.
7755,NEUTOSS,105710026,2500102195173,SULFATO DE SALBUTAMOL,Similar,18324343000177,BELFAR LTDA
741340,NEUTROFER,135690626,25351671527201011,"BISGLICINATO FERROSO, FERRO QUELATO GLICINATO, glicinato férrico",Específico,00923140000131,EMS SIGMA PHARMA LTDA
738951,NEUTROFER  FÓLICO,135690592,25351670388201029,"BISGLICINATO FERROSO, ÁCIDO FÓLICO",Específico,00923140000131,EMS SIGMA PHARMA LTDA
925600,NEVANAC,100681105,25351659683201269,NEPAFENACO,Novo,56994502000130,NOVARTIS BIOCIENCIAS S.A
6087,NEVIRAX,112090113,250000405299973,NEVIRAPINA,Similar,17503475000101,FUNDAÇÃO EZEQUIEL DIAS - FUNED
70355,NEVRALGEX,143810051,2599200208271,"DIPIRONA, dipirona monoidratada, CAFEÍNA ANIDRA, CITRATO DE ORFENADRINA",Similar,02814497000107,CIMED INDUSTRIA S.A
3646388,NEVRALGEX DC,143810299,25351583513202399,"CAFEÍNA, dipirona monoidratada, MUCATO DE ISOMETEPTENO",Similar,02814497000107,CIMED INDUSTRIA S.A
3607662,NEVRALGEX DIP,143810295,25351131911202323,dipirona monoidratada,Similar,02814497000107,CIMED INDUSTRIA S.A
3650557,NEVRALPRO,143810300,25351505906202361,DICLOFENACO DIETILAMÔNIO,Similar,02814497000107,CIMED INDUSTRIA S.A
1154105,NEVRIX,158190008,25351062732201706,"NITRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA",Específico,07670111000154,ARESE PHARMA LTDA.
1150067,NEVRIX IM,158190002,25351062739201705,"CLORIDRATO DE TIAMINA, CLORIDRATO DE PIRIDOXINA, CIANOCOBALAMINA",Específico,07670111000154,ARESE PHARMA LTDA.
1417885,NEWCET,100630253,25351333068201851,cloridrato de escetamina,Similar,33258401000103,INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA
560240,NEXAVAR,170560029,25351212182200795,TOSILATO DE SORAFENIBE,Novo,18459628000115,BAYER S.A.
174819,NEXCARE,102070085,25351166617200216,"CLORETO DE BENZALCÔNIO, CLORIDRATO DE LIDOCAÍNA MONOIDRATADA ",Novo,45985371000108,3M DO BRASIL LTDA
1139519,NEXFLEN,167730649,25351488280201692,NAPROXENO SÓDICO,Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
3862,NEXIUM,116180105,253510111560011,"esomeprazol magnésico tri-hidratado, esomeprazol magnésio",Novo,60318797000100,ASTRAZENECA DO BRASIL LTDA
3566161,NEXOPRAX,118190473,25351071467202207,NAPROXENO SÓDICO,Similar,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
1137615,NEXPRAZIN,167730485,25351395956201603,esomeprazol magnésico tri-hidratado,Similar,05044984000126,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1357291,NEXT,104971436,25351771903201857,"PARACETAMOL, MALEATO DE CLORFENIRAMINA, CLORIDRATO DE FENILEFRINA",Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1645448,NEXTELA,100330220,25351366215202093,"ESTETROL MONOIDRATADO, DROSPIRENONA",Novo,61230314000175,LIBBS FARMACÊUTICA LTDA
2034225,NEXVIAZYME,183260482,25351006101202178,ALFA-AVALGLICOSIDASE,Biológico,10588595001092,SANOFI MEDLEY FARMACÊUTICA LTDA.
2547640,NIBISNU,151430063,25351920109202149,CARMUSTINA,Similar,03978166000175,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA
1275522,NICE,117290014,25351613837201800,CLORETO DE SÓDIO,Específico,28614626000107,LABORATORIO DE EXTRATOS ALERGENICOS LTDA
3652229,NICORETTE,157211210,25351464677202318,NICOTINA,Específico,59748988000114,JOHNSON & JOHNSON INDUSTRIAL LTDA.
1805437,NICOTINELL,192900001,25351416136202031,NICOTINA,Específico,30872270000153,PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda
70679,NIDAZOFARMA,110850014,253510055360008,METRONIDAZOL,Similar,06628333000146,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA
2625770,NIDAZOLIN,104971474,25351801658202115,NISTATINA,Similar,60665981000118,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A
1408044,NIDHI,146820106,25351346437202090,esilato de nintedanibe,Similar,05035244000123,SUN FARMACÊUTICA DO BRASIL LTDA
1656792,NIDUE,105830983,25351735541202055,"NIMESULIDA, PANTOPRAZOL SÓDICO SESQUI-HIDRATADO",Similar,45992062000165,GERMED FARMACEUTICA LTDA
1778860,NIENZA,105730757,25351316631202041,CARVEDILOL,Similar,60659463002992,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
6124,NIFEDIPRESS,109170034,250000056959591,NIFEDIPINO,Similar,17875154000120,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
3349422,NIFLAG,118190319,25351065371202200,NIMESULIDA,Similar,92265552000905,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
892790,NIKI,135690671,25351725907201268,"DROSPIRENONA, ETINILESTRADIOL",Similar,00923140000131,EMS SIGMA PHARMA LTDA
125163,NILPERIDOL,102980302,2500100692685,"CITRATO DE FENTANILA, DROPERIDOL",Similar,44734671000151,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
1203585,NIMBIUM,137640169,25351364457201767,BESILATO DE CISATRACÚRIO,Novo,02433631000120,ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
1061009,NIMEGON,101710205,25351497971201415,FOSFATO DE SITAGLIPTINA MONOIDRATADO,Similar,03560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.
1000902,NIMEGON MET,101710203,25351471705201077,"FOSFATO DE SITAGLIPTINA MONOIDRATADO, CLORIDRATO DE METFORMINA",Similar,03560974000118,MERCK SHARP & DOHME FARMACEUTICA LTDA.
6146,NIMELIT,103920073,250000164639909,NIMESULIDA,Similar,30222814000131,VITAMEDIC INDUSTRIA FARMACEUTICA LTDA
1147052,NIMENRIX,102160243,25351033642201707,"POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO A CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO, POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO C CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO, POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO Y CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO, POLISSACARÍDEO DE NEISSERIA MENINGITIDIS DO SOROGRUPO W CONJUGADO A PROTEÍNA CARREADORA TOXOIDE TETÂNICO ",Biológico,46070868003699,LABORATÓRIOS PFIZER LTDA
1139271,NIMESILAM,135690699,25351546316201589,NIMESULIDA,Similar,00923140000131,EMS SIGMA PHARMA LTDA
1138009,NIMESILAM,135690698,25351585166201448,NIMESULIDA,Similar,00923140000131,EMS SIGMA PHARMA LTDA
1070072,NIMESULIDA,104810101,25351710639201451,NIMESULIDA,Genérico,48113906000149,1FARMA INDUSTRIA FARMACEUTICA LTDA
520597,NIMESULIDA,155840439,25351150340200714,NIMESULIDA,Genérico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
803574,NIMESULIDA,155840196,25351534912201110,NIMESULIDA,Genérico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
799102,NIMESULIDA,155840063,25351534943201198,NIMESULIDA,Genérico,05161069000110,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A
1078106,NIMESULIDA,143810177,25351515324201085,NIMESULIDA,Genérico,02814497000107,CIMED INDUSTRIA S.A
616719,NIMESULIDA,143810139,25351524878200842,NIMESULIDA,Genérico,02814497000107,CIMED INDUSTRIA S.A
137772,NIMESULIDA,102350533,253510335540171,NIMESULIDA,Genérico,57507378000365,EMS S/A
492525,NIMESULIDA,102350844,25351443875200647,NIMESULIDA,Genérico,57507378000365,EMS S/A
351999,NIMESULIDA,100430909,25351051981200355,NIMESULIDA,Genérico,61190096000192,EUROFARMA LABORATÓRIOS S.A.
492501,NIMESULIDA,105830542,25351444200200615,NIMESULIDA,Genérico,45992062000165,GERMED FARMACEUTICA LTDA
